,timestamp,sensor_id,sensor,measurement,sensor_type,value
298,2025-08-24T12:50:05.257,ESP32,DHT11,temperature-humidity,humidity,34
299,2025-08-24T12:50:05.257,ESP32,DHT11,temperature-humidity,temperature,23
300,2025-08-24T12:50:08.237,ESP32,DHT11,temperature-humidity,temperature,22
301,2025-08-24T12:50:08.237,ESP32,DHT11,temperature-humidity,humidity,20
302,2025-08-24T12:50:12.157,ESP32,DHT11,temperature-humidity,humidity,20
303,2025-08-24T12:50:12.157,ESP32,DHT11,temperature-humidity,temperature,22
304,2025-08-24T12:50:14.631,ESP32,DHT11,temperature-humidity,humidity,20
305,2025-08-24T12:50:14.631,ESP32,DHT11,temperature-humidity,temperature,22
306,2025-08-24T12:50:20.209,ESP32,DHT11,temperature-humidity,temperature,22
307,2025-08-24T12:50:20.209,ESP32,DHT11,temperature-humidity,humidity,20
308,2025-08-24T12:50:22.752,ESP32,DHT11,temperature-humidity,temperature,22
309,2025-08-24T12:50:22.752,ESP32,DHT11,temperature-humidity,humidity,20
310,2025-08-24T12:50:25.738,ESP32,DHT11,temperature-humidity,temperature,22
311,2025-08-24T12:50:25.738,ESP32,DHT11,temperature-humidity,humidity,20
312,2025-08-24T12:50:28.810,ESP32,DHT11,temperature-humidity,temperature,22
313,2025-08-24T12:50:28.810,ESP32,DHT11,temperature-humidity,humidity,20
314,2025-08-24T12:50:31.882,ESP32,DHT11,temperature-humidity,humidity,20
315,2025-08-24T12:50:31.882,ESP32,DHT11,temperature-humidity,temperature,22
316,2025-08-24T12:50:34.430,ESP32,DHT11,temperature-humidity,temperature,22
317,2025-08-24T12:50:34.430,ESP32,DHT11,temperature-humidity,humidity,20
318,2025-08-24T12:50:37.147,ESP32,DHT11,temperature-humidity,humidity,31
319,2025-08-24T12:50:37.147,ESP32,DHT11,temperature-humidity,temperature,22
320,2025-08-24T12:50:42.472,ESP32,DHT11,temperature-humidity,humidity,20
321,2025-08-24T12:50:42.472,ESP32,DHT11,temperature-humidity,temperature,22
322,2025-08-24T12:50:44.945,ESP32,DHT11,temperature-humidity,humidity,20
323,2025-08-24T12:50:44.945,ESP32,DHT11,temperature-humidity,temperature,22
324,2025-08-24T12:50:47.538,ESP32,DHT11,temperature-humidity,humidity,34
325,2025-08-24T12:50:47.538,ESP32,DHT11,temperature-humidity,temperature,22
326,2025-08-24T12:50:52.157,ESP32,DHT11,temperature-humidity,temperature,22
327,2025-08-24T12:50:52.157,ESP32,DHT11,temperature-humidity,humidity,20
328,2025-08-24T12:51:07.481,ESP32,DHT11,temperature-humidity,temperature,22
329,2025-08-24T12:51:07.481,ESP32,DHT11,temperature-humidity,humidity,20
330,2025-08-24T12:51:10.319,ESP32,DHT11,temperature-humidity,humidity,20
331,2025-08-24T12:51:10.319,ESP32,DHT11,temperature-humidity,temperature,22
332,2025-08-24T12:51:12.929,ESP32,DHT11,temperature-humidity,temperature,22
333,2025-08-24T12:51:12.929,ESP32,DHT11,temperature-humidity,humidity,20
334,2025-08-24T12:51:16.674,ESP32,DHT11,temperature-humidity,humidity,31
335,2025-08-24T12:51:16.674,ESP32,DHT11,temperature-humidity,temperature,22
336,2025-08-24T12:51:28.142,ESP32,DHT11,temperature-humidity,temperature,22
337,2025-08-24T12:51:28.142,ESP32,DHT11,temperature-humidity,humidity,20
338,2025-08-24T12:51:31.275,ESP32,DHT11,temperature-humidity,temperature,22
339,2025-08-24T12:51:31.275,ESP32,DHT11,temperature-humidity,humidity,20
340,2025-08-24T12:51:33.875,ESP32,DHT11,temperature-humidity,temperature,22
341,2025-08-24T12:51:33.875,ESP32,DHT11,temperature-humidity,humidity,20
342,2025-08-24T12:51:36.330,ESP32,DHT11,temperature-humidity,temperature,22
343,2025-08-24T12:51:36.330,ESP32,DHT11,temperature-humidity,humidity,34
344,2025-08-24T12:51:40.492,ESP32,DHT11,temperature-humidity,humidity,20
345,2025-08-24T12:51:40.492,ESP32,DHT11,temperature-humidity,temperature,22
346,2025-08-24T12:51:43.475,ESP32,DHT11,temperature-humidity,temperature,22
347,2025-08-24T12:51:43.475,ESP32,DHT11,temperature-humidity,humidity,20
348,2025-08-24T12:51:45.934,ESP32,DHT11,temperature-humidity,humidity,20
349,2025-08-24T12:51:45.934,ESP32,DHT11,temperature-humidity,temperature,22
350,2025-08-24T12:51:53.187,ESP32,DHT11,temperature-humidity,temperature,22
351,2025-08-24T12:51:53.187,ESP32,DHT11,temperature-humidity,humidity,20
352,2025-08-24T12:52:02.972,ESP32,DHT11,temperature-humidity,humidity,20
353,2025-08-24T12:52:02.972,ESP32,DHT11,temperature-humidity,temperature,22
354,2025-08-24T12:52:06.195,ESP32,DHT11,temperature-humidity,humidity,20
355,2025-08-24T12:52:06.195,ESP32,DHT11,temperature-humidity,temperature,22
356,2025-08-24T12:52:09.369,ESP32,DHT11,temperature-humidity,humidity,20
357,2025-08-24T12:52:09.369,ESP32,DHT11,temperature-humidity,temperature,22
358,2025-08-24T12:52:13.003,ESP32,DHT11,temperature-humidity,temperature,22
359,2025-08-24T12:52:13.003,ESP32,DHT11,temperature-humidity,humidity,20
360,2025-08-24T12:52:18.016,ESP32,DHT11,temperature-humidity,temperature,22
361,2025-08-24T12:52:18.016,ESP32,DHT11,temperature-humidity,humidity,20
362,2025-08-24T12:52:20.501,ESP32,DHT11,temperature-humidity,temperature,22
363,2025-08-24T12:52:20.501,ESP32,DHT11,temperature-humidity,humidity,20
364,2025-08-24T12:52:22.958,ESP32,DHT11,temperature-humidity,temperature,22
365,2025-08-24T12:52:22.958,ESP32,DHT11,temperature-humidity,humidity,20
366,2025-08-24T12:52:26.068,ESP32,DHT11,temperature-humidity,humidity,20
367,2025-08-24T12:52:26.068,ESP32,DHT11,temperature-humidity,temperature,22
368,2025-08-24T12:52:28.528,ESP32,DHT11,temperature-humidity,temperature,22
369,2025-08-24T12:52:28.528,ESP32,DHT11,temperature-humidity,humidity,20
370,2025-08-24T12:52:30.999,ESP32,DHT11,temperature-humidity,humidity,27
371,2025-08-24T12:52:30.999,ESP32,DHT11,temperature-humidity,temperature,22
372,2025-08-24T12:52:33.472,ESP32,DHT11,temperature-humidity,humidity,20
373,2025-08-24T12:52:33.472,ESP32,DHT11,temperature-humidity,temperature,22
374,2025-08-24T12:52:35.974,ESP32,DHT11,temperature-humidity,humidity,20
375,2025-08-24T12:52:35.974,ESP32,DHT11,temperature-humidity,temperature,22
376,2025-08-24T12:52:39.067,ESP32,DHT11,temperature-humidity,temperature,22
377,2025-08-24T12:52:39.067,ESP32,DHT11,temperature-humidity,humidity,20
378,2025-08-24T12:52:42.136,ESP32,DHT11,temperature-humidity,humidity,20
379,2025-08-24T12:52:42.136,ESP32,DHT11,temperature-humidity,temperature,22
380,2025-08-24T12:52:45.988,ESP32,DHT11,temperature-humidity,temperature,22
381,2025-08-24T12:52:45.988,ESP32,DHT11,temperature-humidity,humidity,20
382,2025-08-24T12:52:50.329,ESP32,DHT11,temperature-humidity,temperature,22
383,2025-08-24T12:52:50.329,ESP32,DHT11,temperature-humidity,humidity,20
384,2025-08-24T12:52:54.747,ESP32,DHT11,temperature-humidity,temperature,22
385,2025-08-24T12:52:54.747,ESP32,DHT11,temperature-humidity,humidity,20
386,2025-08-24T12:53:23.482,ESP32,DHT11,temperature-humidity,temperature,22
387,2025-08-24T12:53:23.482,ESP32,DHT11,temperature-humidity,humidity,20
388,2025-08-24T12:53:27.273,ESP32,DHT11,temperature-humidity,humidity,20
389,2025-08-24T12:53:27.273,ESP32,DHT11,temperature-humidity,temperature,22
390,2025-08-24T12:53:31.276,ESP32,DHT11,temperature-humidity,temperature,22
391,2025-08-24T12:53:31.276,ESP32,DHT11,temperature-humidity,humidity,20
392,2025-08-24T12:53:34.156,ESP32,DHT11,temperature-humidity,humidity,20
393,2025-08-24T12:53:34.156,ESP32,DHT11,temperature-humidity,temperature,22
394,2025-08-24T12:53:36.700,ESP32,DHT11,temperature-humidity,humidity,20
395,2025-08-24T12:53:36.700,ESP32,DHT11,temperature-humidity,temperature,22
396,2025-08-24T12:53:49.518,ESP32,DHT11,temperature-humidity,humidity,27
397,2025-08-24T12:53:49.518,ESP32,DHT11,temperature-humidity,temperature,22
398,2025-08-24T12:53:52.192,ESP32,DHT11,temperature-humidity,humidity,20
399,2025-08-24T12:53:52.192,ESP32,DHT11,temperature-humidity,temperature,22
400,2025-08-24T12:53:54.860,ESP32,DHT11,temperature-humidity,temperature,22
401,2025-08-24T12:53:54.860,ESP32,DHT11,temperature-humidity,humidity,37
402,2025-08-24T12:53:57.340,ESP32,DHT11,temperature-humidity,temperature,22
403,2025-08-24T12:53:57.340,ESP32,DHT11,temperature-humidity,humidity,20
404,2025-08-24T12:54:01.438,ESP32,DHT11,temperature-humidity,temperature,22
405,2025-08-24T12:54:01.438,ESP32,DHT11,temperature-humidity,humidity,20
406,2025-08-24T12:54:04.366,ESP32,DHT11,temperature-humidity,temperature,22
407,2025-08-24T12:54:04.366,ESP32,DHT11,temperature-humidity,humidity,20
408,2025-08-24T12:54:06.915,ESP32,DHT11,temperature-humidity,humidity,20
409,2025-08-24T12:54:06.915,ESP32,DHT11,temperature-humidity,temperature,22
410,2025-08-24T12:54:09.365,ESP32,DHT11,temperature-humidity,humidity,20
411,2025-08-24T12:54:09.365,ESP32,DHT11,temperature-humidity,temperature,22
412,2025-08-24T12:54:13.580,ESP32,DHT11,temperature-humidity,humidity,20
413,2025-08-24T12:54:13.580,ESP32,DHT11,temperature-humidity,temperature,22
414,2025-08-24T12:54:16.655,ESP32,DHT11,temperature-humidity,temperature,22
415,2025-08-24T12:54:16.655,ESP32,DHT11,temperature-humidity,humidity,20
416,2025-08-24T12:54:19.638,ESP32,DHT11,temperature-humidity,humidity,20
417,2025-08-24T12:54:19.638,ESP32,DHT11,temperature-humidity,temperature,22
418,2025-08-24T12:54:22.145,ESP32,DHT11,temperature-humidity,humidity,20
419,2025-08-24T12:54:22.145,ESP32,DHT11,temperature-humidity,temperature,22
420,2025-08-24T12:54:24.606,ESP32,DHT11,temperature-humidity,humidity,37
421,2025-08-24T12:54:24.606,ESP32,DHT11,temperature-humidity,temperature,22
422,2025-08-24T12:54:27.452,ESP32,DHT11,temperature-humidity,humidity,20
423,2025-08-24T12:54:27.452,ESP32,DHT11,temperature-humidity,temperature,22
424,2025-08-24T12:54:30.581,ESP32,DHT11,temperature-humidity,humidity,20
425,2025-08-24T12:54:30.581,ESP32,DHT11,temperature-humidity,temperature,22
426,2025-08-24T12:54:34.729,ESP32,DHT11,temperature-humidity,temperature,22
427,2025-08-24T12:54:34.729,ESP32,DHT11,temperature-humidity,humidity,20
428,2025-08-24T12:54:37.199,ESP32,DHT11,temperature-humidity,temperature,22
429,2025-08-24T12:54:37.199,ESP32,DHT11,temperature-humidity,humidity,20
430,2025-08-24T12:54:44.713,ESP32,DHT11,temperature-humidity,humidity,20
431,2025-08-24T12:54:44.713,ESP32,DHT11,temperature-humidity,temperature,22
432,2025-08-24T12:54:48.728,ESP32,DHT11,temperature-humidity,temperature,22
433,2025-08-24T12:54:48.728,ESP32,DHT11,temperature-humidity,humidity,20
434,2025-08-24T12:56:02.661,ESP32,DHT11,temperature-humidity,temperature,22
435,2025-08-24T12:56:02.661,ESP32,DHT11,temperature-humidity,humidity,20
436,2025-08-24T12:56:05.118,ESP32,DHT11,temperature-humidity,temperature,22
437,2025-08-24T12:56:05.118,ESP32,DHT11,temperature-humidity,humidity,20
438,2025-08-24T12:56:14.826,ESP32,DHT11,temperature-humidity,temperature,21
439,2025-08-24T12:56:14.826,ESP32,DHT11,temperature-humidity,humidity,20
440,2025-08-24T12:56:20.360,ESP32,DHT11,temperature-humidity,temperature,22
441,2025-08-24T12:56:20.360,ESP32,DHT11,temperature-humidity,humidity,20
442,2025-08-24T12:56:23.269,ESP32,DHT11,temperature-humidity,humidity,20
443,2025-08-24T12:56:23.269,ESP32,DHT11,temperature-humidity,temperature,21
444,2025-08-24T12:56:27.264,ESP32,DHT11,temperature-humidity,humidity,20
445,2025-08-24T12:56:27.264,ESP32,DHT11,temperature-humidity,temperature,22
446,2025-08-24T12:56:32.889,ESP32,DHT11,temperature-humidity,humidity,20
447,2025-08-24T12:56:32.889,ESP32,DHT11,temperature-humidity,temperature,22
448,2025-08-24T12:56:37.185,ESP32,DHT11,temperature-humidity,temperature,22
449,2025-08-24T12:56:37.185,ESP32,DHT11,temperature-humidity,humidity,20
450,2025-08-24T12:57:11.765,ESP32,DHT11,temperature-humidity,temperature,22
451,2025-08-24T12:57:11.765,ESP32,DHT11,temperature-humidity,humidity,20
452,2025-08-24T12:57:14.438,ESP32,DHT11,temperature-humidity,temperature,22
453,2025-08-24T12:57:14.438,ESP32,DHT11,temperature-humidity,humidity,20
454,2025-08-24T12:59:06.705,ESP32,DHT11,temperature-humidity,temperature,22
455,2025-08-24T12:59:06.705,ESP32,DHT11,temperature-humidity,humidity,20
456,2025-08-24T12:59:09.628,ESP32,DHT11,temperature-humidity,humidity,20
457,2025-08-24T12:59:09.628,ESP32,DHT11,temperature-humidity,temperature,22
458,2025-08-24T12:59:12.698,ESP32,DHT11,temperature-humidity,humidity,20
459,2025-08-24T12:59:12.698,ESP32,DHT11,temperature-humidity,temperature,22
460,2025-08-24T12:59:19.457,ESP32,DHT11,temperature-humidity,temperature,22
461,2025-08-24T12:59:19.457,ESP32,DHT11,temperature-humidity,humidity,20
462,2025-08-24T12:59:22.528,ESP32,DHT11,temperature-humidity,humidity,20
463,2025-08-24T12:59:22.528,ESP32,DHT11,temperature-humidity,temperature,22
464,2025-08-24T12:59:25.604,ESP32,DHT11,temperature-humidity,humidity,20
465,2025-08-24T12:59:25.604,ESP32,DHT11,temperature-humidity,temperature,21
466,2025-08-24T12:59:28.673,ESP32,DHT11,temperature-humidity,temperature,22
467,2025-08-24T12:59:28.673,ESP32,DHT11,temperature-humidity,humidity,20
468,2025-08-24T12:59:31.744,ESP32,DHT11,temperature-humidity,temperature,22
469,2025-08-24T12:59:31.744,ESP32,DHT11,temperature-humidity,humidity,20
470,2025-08-24T12:59:42.381,ESP32,DHT11,temperature-humidity,humidity,20
471,2025-08-24T12:59:42.381,ESP32,DHT11,temperature-humidity,temperature,21
472,2025-08-24T12:59:59.389,ESP32,DHT11,temperature-humidity,humidity,20
473,2025-08-24T12:59:59.389,ESP32,DHT11,temperature-humidity,temperature,22
474,2025-08-24T13:00:02.203,ESP32,DHT11,temperature-humidity,temperature,21
475,2025-08-24T13:00:02.203,ESP32,DHT11,temperature-humidity,humidity,20
476,2025-08-24T13:00:05.333,ESP32,DHT11,temperature-humidity,humidity,20
477,2025-08-24T13:00:05.333,ESP32,DHT11,temperature-humidity,temperature,21
478,2025-08-24T13:00:08.406,ESP32,DHT11,temperature-humidity,humidity,20
479,2025-08-24T13:00:08.406,ESP32,DHT11,temperature-humidity,temperature,22
480,2025-08-24T13:00:11.477,ESP32,DHT11,temperature-humidity,temperature,22
481,2025-08-24T13:00:11.477,ESP32,DHT11,temperature-humidity,humidity,20
482,2025-08-24T13:00:16.919,ESP32,DHT11,temperature-humidity,temperature,22
483,2025-08-24T13:00:16.919,ESP32,DHT11,temperature-humidity,humidity,20
484,2025-08-24T13:00:22.685,ESP32,DHT11,temperature-humidity,temperature,22
485,2025-08-24T13:00:22.685,ESP32,DHT11,temperature-humidity,humidity,20
486,2025-08-24T13:00:25.811,ESP32,DHT11,temperature-humidity,temperature,22
487,2025-08-24T13:00:25.811,ESP32,DHT11,temperature-humidity,humidity,20
488,2025-08-24T13:00:29.911,ESP32,DHT11,temperature-humidity,temperature,22
489,2025-08-24T13:00:29.911,ESP32,DHT11,temperature-humidity,humidity,20
490,2025-08-24T13:00:32.721,ESP32,DHT11,temperature-humidity,temperature,22
491,2025-08-24T13:00:32.721,ESP32,DHT11,temperature-humidity,humidity,20
492,2025-08-24T13:00:35.194,ESP32,DHT11,temperature-humidity,temperature,21
493,2025-08-24T13:00:35.194,ESP32,DHT11,temperature-humidity,humidity,20
494,2025-08-24T13:00:37.848,ESP32,DHT11,temperature-humidity,humidity,20
495,2025-08-24T13:00:37.848,ESP32,DHT11,temperature-humidity,temperature,22
496,2025-08-24T13:00:40.301,ESP32,DHT11,temperature-humidity,temperature,21
497,2025-08-24T13:00:40.301,ESP32,DHT11,temperature-humidity,humidity,20
498,2025-08-24T13:00:42.774,ESP32,DHT11,temperature-humidity,temperature,22
499,2025-08-24T13:00:42.774,ESP32,DHT11,temperature-humidity,humidity,22
500,2025-08-24T13:00:45.679,ESP32,DHT11,temperature-humidity,temperature,22
501,2025-08-24T13:00:45.679,ESP32,DHT11,temperature-humidity,humidity,20
502,2025-08-24T13:00:52.785,ESP32,DHT11,temperature-humidity,temperature,22
503,2025-08-24T13:00:52.785,ESP32,DHT11,temperature-humidity,humidity,20
504,2025-08-24T13:00:55.411,ESP32,DHT11,temperature-humidity,temperature,22
505,2025-08-24T13:00:55.411,ESP32,DHT11,temperature-humidity,humidity,20
506,2025-08-24T13:00:59.611,ESP32,DHT11,temperature-humidity,temperature,22
507,2025-08-24T13:00:59.611,ESP32,DHT11,temperature-humidity,humidity,20
508,2025-08-24T13:01:02.212,ESP32,DHT11,temperature-humidity,temperature,22
509,2025-08-24T13:01:02.212,ESP32,DHT11,temperature-humidity,humidity,20
510,2025-08-24T13:01:04.697,ESP32,DHT11,temperature-humidity,humidity,34
511,2025-08-24T13:01:04.697,ESP32,DHT11,temperature-humidity,temperature,22
512,2025-08-24T13:01:07.499,ESP32,DHT11,temperature-humidity,temperature,22
513,2025-08-24T13:01:07.499,ESP32,DHT11,temperature-humidity,humidity,20
514,2025-08-24T13:01:11.830,ESP32,DHT11,temperature-humidity,humidity,20
515,2025-08-24T13:01:11.830,ESP32,DHT11,temperature-humidity,temperature,22
516,2025-08-24T13:03:58.909,ESP32,DHT11,temperature-humidity,temperature,22
517,2025-08-24T13:03:58.909,ESP32,DHT11,temperature-humidity,humidity,20
518,2025-08-24T13:04:01.987,ESP32,DHT11,temperature-humidity,temperature,21
519,2025-08-24T13:04:01.987,ESP32,DHT11,temperature-humidity,humidity,30
520,2025-08-24T13:04:05.055,ESP32,DHT11,temperature-humidity,humidity,20
521,2025-08-24T13:04:05.055,ESP32,DHT11,temperature-humidity,temperature,22
522,2025-08-24T13:04:07.659,ESP32,DHT11,temperature-humidity,humidity,20
523,2025-08-24T13:04:07.659,ESP32,DHT11,temperature-humidity,temperature,21
524,2025-08-24T13:04:10.994,ESP32,DHT11,temperature-humidity,humidity,31
525,2025-08-24T13:04:10.994,ESP32,DHT11,temperature-humidity,temperature,21
526,2025-08-24T13:04:13.975,ESP32,DHT11,temperature-humidity,humidity,20
527,2025-08-24T13:04:13.975,ESP32,DHT11,temperature-humidity,temperature,21
528,2025-08-24T13:04:16.487,ESP32,DHT11,temperature-humidity,humidity,20
529,2025-08-24T13:04:16.487,ESP32,DHT11,temperature-humidity,temperature,22
530,2025-08-24T13:04:19.143,ESP32,DHT11,temperature-humidity,humidity,31
531,2025-08-24T13:04:19.143,ESP32,DHT11,temperature-humidity,temperature,22
532,2025-08-24T13:04:22.259,ESP32,DHT11,temperature-humidity,humidity,20
533,2025-08-24T13:04:22.259,ESP32,DHT11,temperature-humidity,temperature,22
534,2025-08-24T13:04:25.160,ESP32,DHT11,temperature-humidity,humidity,20
535,2025-08-24T13:04:25.160,ESP32,DHT11,temperature-humidity,temperature,21
536,2025-08-24T13:04:27.998,ESP32,DHT11,temperature-humidity,humidity,20
537,2025-08-24T13:04:27.998,ESP32,DHT11,temperature-humidity,temperature,21
538,2025-08-24T13:04:30.664,ESP32,DHT11,temperature-humidity,temperature,21
539,2025-08-24T13:04:30.664,ESP32,DHT11,temperature-humidity,humidity,31
540,2025-08-24T13:04:33.636,ESP32,DHT11,temperature-humidity,temperature,21
541,2025-08-24T13:04:33.636,ESP32,DHT11,temperature-humidity,humidity,20
542,2025-08-24T13:04:36.156,ESP32,DHT11,temperature-humidity,humidity,20
543,2025-08-24T13:04:36.156,ESP32,DHT11,temperature-humidity,temperature,21
544,2025-08-24T13:04:38.852,ESP32,DHT11,temperature-humidity,humidity,33
545,2025-08-24T13:04:38.852,ESP32,DHT11,temperature-humidity,temperature,21
546,2025-08-24T13:04:41.735,ESP32,DHT11,temperature-humidity,temperature,21
547,2025-08-24T13:04:41.735,ESP32,DHT11,temperature-humidity,humidity,20
548,2025-08-24T13:04:44.265,ESP32,DHT11,temperature-humidity,temperature,21
549,2025-08-24T13:04:44.265,ESP32,DHT11,temperature-humidity,humidity,20
550,2025-08-24T13:04:47.246,ESP32,DHT11,temperature-humidity,temperature,21
551,2025-08-24T13:04:47.246,ESP32,DHT11,temperature-humidity,humidity,27
552,2025-08-24T13:04:49.876,ESP32,DHT11,temperature-humidity,humidity,20
553,2025-08-24T13:04:49.876,ESP32,DHT11,temperature-humidity,temperature,21
554,2025-08-24T13:04:52.987,ESP32,DHT11,temperature-humidity,temperature,22
555,2025-08-24T13:04:52.987,ESP32,DHT11,temperature-humidity,humidity,37
556,2025-08-24T13:04:55.652,ESP32,DHT11,temperature-humidity,humidity,37
557,2025-08-24T13:04:55.652,ESP32,DHT11,temperature-humidity,temperature,21
558,2025-08-24T13:04:58.535,ESP32,DHT11,temperature-humidity,humidity,37
559,2025-08-24T13:04:58.535,ESP32,DHT11,temperature-humidity,temperature,21
560,2025-08-24T13:05:01.094,ESP32,DHT11,temperature-humidity,temperature,21
561,2025-08-24T13:05:01.094,ESP32,DHT11,temperature-humidity,humidity,20
562,2025-08-24T13:05:03.630,ESP32,DHT11,temperature-humidity,temperature,21
563,2025-08-24T13:05:03.630,ESP32,DHT11,temperature-humidity,humidity,36
564,2025-08-24T13:05:06.615,ESP32,DHT11,temperature-humidity,humidity,34
565,2025-08-24T13:05:06.615,ESP32,DHT11,temperature-humidity,temperature,21
566,2025-08-24T13:05:09.131,ESP32,DHT11,temperature-humidity,temperature,21
567,2025-08-24T13:05:09.131,ESP32,DHT11,temperature-humidity,humidity,20
568,2025-08-24T13:05:12.231,ESP32,DHT11,temperature-humidity,temperature,21
569,2025-08-24T13:05:12.231,ESP32,DHT11,temperature-humidity,humidity,36
570,2025-08-24T13:05:15.355,ESP32,DHT11,temperature-humidity,temperature,21
571,2025-08-24T13:05:15.355,ESP32,DHT11,temperature-humidity,humidity,20
572,2025-08-24T13:05:18.376,ESP32,DHT11,temperature-humidity,temperature,21
573,2025-08-24T13:05:18.376,ESP32,DHT11,temperature-humidity,humidity,20
574,2025-08-24T13:05:21.449,ESP32,DHT11,temperature-humidity,humidity,20
575,2025-08-24T13:05:21.449,ESP32,DHT11,temperature-humidity,temperature,21
576,2025-08-24T13:05:24.428,ESP32,DHT11,temperature-humidity,humidity,20
577,2025-08-24T13:05:24.428,ESP32,DHT11,temperature-humidity,temperature,21
578,2025-08-24T13:05:26.982,ESP32,DHT11,temperature-humidity,humidity,20
579,2025-08-24T13:05:26.982,ESP32,DHT11,temperature-humidity,temperature,21
580,2025-08-24T13:05:30.081,ESP32,DHT11,temperature-humidity,temperature,21
581,2025-08-24T13:05:30.081,ESP32,DHT11,temperature-humidity,humidity,25
582,2025-08-24T13:05:33.044,ESP32,DHT11,temperature-humidity,temperature,21
583,2025-08-24T13:05:33.044,ESP32,DHT11,temperature-humidity,humidity,20
584,2025-08-24T13:05:35.752,ESP32,DHT11,temperature-humidity,humidity,20
585,2025-08-24T13:05:35.752,ESP32,DHT11,temperature-humidity,temperature,21
586,2025-08-24T13:05:38.871,ESP32,DHT11,temperature-humidity,temperature,22
587,2025-08-24T13:05:38.871,ESP32,DHT11,temperature-humidity,humidity,31
588,2025-08-24T13:05:41.515,ESP32,DHT11,temperature-humidity,temperature,22
589,2025-08-24T13:05:41.515,ESP32,DHT11,temperature-humidity,humidity,20
590,2025-08-24T13:05:44.057,ESP32,DHT11,temperature-humidity,temperature,21
591,2025-08-24T13:05:44.057,ESP32,DHT11,temperature-humidity,humidity,26
592,2025-08-24T13:05:46.956,ESP32,DHT11,temperature-humidity,temperature,21
593,2025-08-24T13:05:46.956,ESP32,DHT11,temperature-humidity,humidity,34
594,2025-08-24T13:06:00.359,ESP32,DHT11,temperature-humidity,temperature,21
595,2025-08-24T13:06:00.359,ESP32,DHT11,temperature-humidity,humidity,20
